file_name,device_info_serial,date_time,index,speed_2d,prediction,confidence,altitude,temperature,runtime,model,inPark,longitude,latitude,WENT_BACK
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:07:25Z,0,8.7612,Soar,0.97,25,29.3,2025-05-15T15:39:17Z,45_best,1,4.2443964,52.399592,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:45:55Z,0,7.8419,Flap,1,14,28.4,2025-05-15T15:38:35Z,45_best,1,4.2430138,52.3980276,1
5579_2023-07-09 11:13:08_2023-07-09 14:00:09.csv,5579,2023-07-09T13:25:16Z,0,8.403,Flap,1,18,29.8,2025-05-15T15:38:23Z,45_best,1,4.2571591,52.4178664,0
5579_2023-07-14 02:21:21_2023-07-14 06:14:34.csv,5579,2023-07-14T03:51:25Z,0,5.7441,Flap,0.99,40,30.2,2025-05-15T15:37:51Z,45_best,1,4.228718,52.4226433,1
5579_2023-07-17 02:06:31_2023-07-17 05:13:04.csv,5579,2023-07-17T04:14:10Z,0,11.9251,Flap,0.99,30,29.4,2025-05-15T15:37:43Z,45_best,1,4.2476155,52.4037044,1
5579_2023-07-22 01:51:34_2023-07-22 03:36:56.csv,5579,2023-07-22T03:10:16Z,0,8.7081,Soar,0.76,39,31,2025-05-15T15:37:15Z,45_best,1,4.2470732,52.4029345,1
5579_2023-07-24 02:15:39_2023-07-24 03:48:43.csv,5579,2023-07-24T03:25:27Z,0,5.4221,Flap,0.99,19,30.5,2025-05-15T15:37:09Z,45_best,1,4.2440293,52.3988073,1
5579_2023-07-28 03:59:14_2023-07-28 05:37:54.csv,5579,2023-07-28T04:15:24Z,0,8.9874,Flap,0.99,32,31,2025-05-15T15:36:56Z,45_best,1,4.4635052,52.5945842,1
5615_2023-06-13 00:04:30_2023-06-13 10:00:38.csv,5615,2023-06-13T02:30:56Z,0,9.7169,Flap,0.99,22,28.1,2025-05-21T10:09:38Z,45_best,1,4.2337471,52.5721228,1
5615_2023-06-14 19:47:06_2023-06-14 23:58:47.csv,5615,2023-06-14T20:11:11Z,0,16.3891,Flap,0.99,11,29.4,2025-05-21T10:09:32Z,45_best,1,4.1735825,52.3096136,0
5615_2023-06-16 16:45:01_2023-06-16 21:30:43.csv,5615,2023-06-16T18:51:29Z,0,1.149,Float,1,-1,32.5,2025-05-21T10:09:16Z,45_best,1,4.2484918,52.4217768,0
5615_2023-06-17 16:20:19_2023-06-17 23:54:47.csv,5615,2023-06-17T16:53:55Z,0,3.7068,Flap,0.98,-1,28.8,2025-05-21T10:09:02Z,45_best,1,4.2380017,52.3959594,0
5615_2023-06-19 16:21:38_2023-06-19 23:56:13.csv,5615,2023-06-19T20:04:17Z,0,0.6708,Float,0.68,-2,25.9,2025-05-21T10:08:46Z,45_best,1,4.3625133,52.7667884,0
5615_2023-06-20 00:01:02_2023-06-20 04:05:10.csv,5615,2023-06-20T00:01:02Z,0,0.9196,SitStand,0.74,-3,30.9,2025-05-21T10:08:35Z,45_best,1,4.3177801,52.613017,1
5615_2023-06-22 00:00:11_2023-06-22 04:42:34.csv,5615,2023-06-22T02:25:29Z,0,9.9228,Flap,1,30,26.5,2025-05-21T10:08:25Z,45_best,1,4.2850781,52.5701644,1
5615_2023-06-23 00:01:07_2023-06-23 04:09:36.csv,5615,2023-06-23T02:25:51Z,0,8.5561,Flap,1,28,26.3,2025-05-21T10:08:09Z,45_best,1,4.4608577,52.6033115,0
5615_2023-06-24 00:01:24_2023-06-24 03:05:25.csv,5615,2023-06-24T02:12:06Z,0,12.4342,Flap,1,18,27.5,2025-05-21T10:07:57Z,45_best,1,4.3806122,52.6161542,0
5615_2023-06-26 03:55:31_2023-06-26 10:03:06.csv,5615,2023-06-26T05:14:11Z,0,5.0124,Flap,1,9,26.8,2025-05-21T10:07:47Z,45_best,1,4.2370869,52.3996756,1
5615_2023-06-26 19:30:08_2023-06-26 23:57:41.csv,5615,2023-06-26T21:31:43Z,0,0.3336,Float,0.98,-5,29.4,2025-05-21T10:07:52Z,45_best,1,4.3934306,52.6015686,0
5615_2023-07-06 17:24:50_2023-07-06 23:56:12.csv,5615,2023-07-06T18:43:33Z,0,8.5411,Flap,1,53,29.4,2025-05-21T10:07:34Z,45_best,1,4.2404182,52.4191679,0
5615_2023-07-07 00:01:00_2023-07-07 06:01:46.csv,5615,2023-07-07T00:01:00Z,0,0.9282,Float,1,-3,30.5,2025-05-21T10:07:28Z,45_best,1,4.1632446,52.3953959,0
5615_2023-07-09 00:02:37_2023-07-09 03:59:21.csv,5615,2023-07-09T02:32:57Z,0,9.4356,Flap,0.99,18,30.7,2025-05-21T10:07:07Z,45_best,1,4.197076,52.3668156,1
5615_2023-07-09 18:19:03_2023-07-09 23:58:24.csv,5615,2023-07-09T18:47:50Z,0,9.6026,Flap,0.7,2,29.8,2025-05-21T10:07:12Z,45_best,1,4.2412553,52.4111625,0
5615_2023-07-11 00:03:51_2023-07-11 05:43:01.csv,5615,2023-07-11T03:50:15Z,0,10.0081,Flap,0.99,-1,30.3,2025-05-21T10:06:52Z,45_best,1,4.1805406,52.5939636,0
5615_2023-07-15 02:42:57_2023-07-15 05:42:48.csv,5615,2023-07-15T03:17:05Z,0,10.2708,Flap,1,10,29.4,2025-05-21T10:06:41Z,45_best,1,4.3264299,52.6152407,0
5615_2023-07-18 02:02:46_2023-07-18 10:24:43.csv,5615,2023-07-18T04:19:26Z,0,10.2945,Flap,1,62,26.4,2025-05-21T10:06:36Z,45_best,1,4.3363995,52.6263126,0
5615_2023-07-20 14:37:50_2023-07-20 20:30:51.csv,5615,2023-07-20T15:40:33Z,0,2.3501,Boat,0.84,0,30.1,2025-05-21T10:06:20Z,45_best,1,4.3071399,52.5690415,1
5615_2023-07-21 03:08:22_2023-07-21 04:36:39.csv,5615,2023-07-21T04:07:25Z,0,10.8721,Flap,1,43,24.8,2025-05-21T10:06:15Z,45_best,1,4.4571292,52.5939594,0
5654_2023-07-19 01:34:18_2023-07-19 03:15:04.csv,5654,2023-07-19T02:37:34Z,0,6.8144,Flap,0.99,11,30.9,2025-05-15T15:16:57Z,45_best,1,4.3330853,52.5829273,1
5654_2023-07-21 01:04:33_2023-07-21 03:24:38.csv,5654,2023-07-21T02:39:49Z,0,8.1473,Flap,0.99,7,29.7,2025-05-15T15:16:31Z,45_best,1,4.428234,52.5766631,1
5942_2023-07-07 08:31:08_2023-07-07 13:46:35.csv,5942,2023-07-07T08:59:57Z,0,13.6418,Flap,1,45,30,2025-05-21T10:20:29Z,45_best,1,4.2918097,52.5691193,0
5943_2023-07-01 17:11:30_2023-07-01 19:57:06.csv,5943,2023-07-01T17:41:22Z,0,7.4627,Flap,0.98,9,28.1,2025-05-21T10:22:03Z,45_best,1,4.4402105,52.5795228,1
5943_2023-07-04 17:28:51_2023-07-04 21:06:07.csv,5943,2023-07-04T18:17:21Z,0,0.4549,Float,0.38,-1,26.8,2025-05-21T10:21:53Z,45_best,1,4.2764428,52.5680093,1
5965_2023-06-21 03:06:23_2023-06-21 05:45:20.csv,5965,2023-06-21T04:32:40Z,0,13.3769,Flap,1,45,27.4,2025-05-15T15:31:53Z,45_best,1,4.2799592,52.5666393,1
5977_2023-06-13 03:31:03_2023-06-13 12:42:22.csv,5977,2023-06-13T03:41:00Z,0,11.0103,Soar,0.4,47,32.7,2025-05-21T10:23:58Z,45_best,1,4.4558976,52.6031852,0
7087_2023-06-19 04:18:57_2023-06-19 06:02:34.csv,7087,2023-06-19T05:36:24Z,0,18.1353,Flap,1,-22,28.5,2025-05-15T15:07:43Z,45_best,1,4.4006823,52.5964245,0
7087_2023-06-20 10:14:56_2023-06-20 13:47:22.csv,7087,2023-06-20T10:32:15Z,0,17.6752,Flap,0.99,56,33.6,2025-05-15T15:07:37Z,45_best,1,4.4597253,52.588032,0
7087_2023-06-28 14:54:13_2023-06-28 20:49:25.csv,7087,2023-06-28T16:26:42Z,0,8.0542,Flap,0.94,10,31.1,2025-05-15T15:07:27Z,45_best,1,4.3533943,52.6883227,1
7087_2023-07-10 11:59:24_2023-07-10 16:16:02.csv,7087,2023-07-10T14:44:33Z,0,9.5644,Flap,0.99,23,31.7,2025-05-15T15:06:56Z,45_best,1,4.3543251,52.6927438,0
7087_2023-07-15 07:11:59_2023-07-15 08:06:16.csv,7087,2023-07-15T07:40:01Z,0,12.5851,Manouvre,0.65,4,31.2,2025-05-15T15:06:41Z,45_best,1,4.316061,52.5655886,0
7087_2023-07-31 15:59:31_2023-07-31 20:02:37.csv,7087,2023-07-31T17:17:08Z,0,10.0376,Manouvre,0.67,46,29.5,2025-05-15T15:06:00Z,45_best,1,4.2549874,52.6029045,1
7092_2023-06-15 02:43:28_2023-06-15 05:26:07.csv,7092,2023-06-15T03:37:37Z,0,13.1474,Flap,1,47,29.6,2025-05-26T11:56:56Z,45_best,1,4.4654101,52.6041555,1
7092_2023-06-27 03:33:12_2023-06-27 07:13:24.csv,7092,2023-06-27T05:16:14Z,0,5.3304,Flap,0.99,19,32,2025-05-26T11:55:37Z,45_best,1,4.4207004,52.6359886,1
7092_2023-06-27 14:05:57_2023-06-27 16:42:44.csv,7092,2023-06-27T14:34:00Z,0,6.5442,Flap,1,17,33.3,2025-05-26T11:55:43Z,45_best,1,4.4626522,52.6069063,0
7092_2023-06-30 06:01:13_2023-06-30 07:46:18.csv,7092,2023-06-30T06:20:10Z,0,7.1142,Flap,0.99,26,31.9,2025-05-26T11:55:23Z,45_best,1,4.4656182,52.5989853,0
7092_2023-07-22 03:27:28_2023-07-22 05:17:04.csv,7092,2023-07-22T04:20:56Z,0,12.985900000000001,Flap,1,36,30.1,2025-05-26T11:54:23Z,45_best,1,4.4274184,52.5774564,1
7092_2023-07-26 19:00:09_2023-07-26 20:07:35.csv,7092,2023-07-26T19:19:11Z,0,10.3798,Flap,1,25,30.1,2025-05-26T11:54:12Z,45_best,1,4.4489784,52.5771859,1
7130_2023-06-18 15:27:12_2023-06-18 20:32:51.csv,7130,2023-06-18T18:17:54Z,0,0.3752,Float,0.87,-1,33.6,2025-05-20T15:16:27Z,45_best,1,4.3890548,52.6020012,0
7130_2023-06-19 15:14:16_2023-06-19 18:38:31.csv,7130,2023-06-19T16:28:07Z,0,10.1058,Flap,0.96,47,30.4,2025-05-20T15:16:17Z,45_best,1,4.3140442,52.5648716,0
7130_2023-06-20 03:44:39_2023-06-20 12:59:52.csv,7130,2023-06-20T09:30:01Z,0,18.8137,Flap,0.97,58,33.2,2025-05-20T15:16:07Z,45_best,1,3.8157024,52.6845315,1
7130_2023-06-21 06:57:16_2023-06-21 12:59:34.csv,7130,2023-06-21T08:19:35Z,0,5.6922,Flap,0.98,13,35.4,2025-05-20T15:16:01Z,45_best,1,4.3069583,52.5653806,0
7130_2023-06-25 12:27:15_2023-06-25 16:22:52.csv,7130,2023-06-25T12:56:45Z,0,8.0233,Flap,0.99,5,41.7,2025-05-20T15:15:36Z,45_best,1,4.3264142,52.573718,0
7130_2023-07-07 06:32:01_2023-07-07 09:52:57.csv,7130,2023-07-07T09:52:44Z,0,0.4433,Float,1,-1,36.6,2025-05-20T15:14:53Z,45_best,1,4.1692705,52.5758317,0
7130_2023-07-11 03:59:52_2023-07-11 04:37:00.csv,7130,2023-07-11T04:35:28Z,0,3.2517,Flap,0.96,18,34.5,2025-05-20T15:14:38Z,45_best,1,4.2574991,52.421276,0
7130_2023-07-12 02:03:49_2023-07-12 03:26:03.csv,7130,2023-07-12T02:36:49Z,0,10.9407,Flap,0.94,4,35.1,2025-05-20T15:14:27Z,45_best,1,4.4447941,52.5765387,0
7130_2023-07-13 10:11:43_2023-07-13 12:56:34.csv,7130,2023-07-13T10:40:53Z,0,8.6974,Flap,0.97,9,35.4,2025-05-20T15:14:20Z,45_best,1,4.4443402,52.5762383,0
7130_2023-07-19 05:56:43_2023-07-19 08:32:53.csv,7130,2023-07-19T07:35:01Z,0,7.9334,Flap,0.97,17,35.3,2025-05-20T15:13:41Z,45_best,1,4.2280829,52.5679007,0
7130_2023-07-20 02:12:12_2023-07-20 05:11:16.csv,7130,2023-07-20T05:02:44Z,0,10.8814,Manouvre,0.58,97,33.4,2025-05-20T15:13:33Z,45_best,1,4.3579308,52.7046983,1
